"player_id","team_id","birth_date","country","height","weight","position","seasons_in_nba","jersey_num"
"77411","1610612764","1940-03-28 00:00:00","USA","6-3",190,"Guard","11","22"
"77412","1610612741","1942-12-08 00:00:00","USA","6-8",215,"Forward","11","10"
"77413","1610612764","1949-04-09 00:00:00","USA","6-9",215,"Forward","4","34"
"77414","1610612747","1929-09-07 00:00:00","USA","6-9",234,"Center","11","34"
"77415","1610612750","1960-01-21 00:00:00","USA","6-0",195,"Guard","4","35"
"77417","1610612738","1922-07-04 00:00:00","USA","6-3",195,"Forward","1","20"
"77419","1610612745","1953-10-31 00:00:00","USA","6-3",175,"Guard","14","10"
"77420","1610612757","1952-02-18 00:00:00","USA","6-9",215,"Forward","12","20"
"77421","1610612744","1939-07-27 00:00:00","USA","6-6",205,"Forward","2","12"
"77424","1610612757","1951-12-20 00:00:00","USA","6-0",165,"Guard","2","10"
"77425","1610612752","1923-07-11 00:00:00","USA","6-1",178,"Guard","5",NULL
"77426","1610612766","1968-12-24 00:00:00","USA","6-5",195,"Forward","2","9"
"77427","1610612747","1945-11-25 00:00:00","USA","6-7",215,"Forward","2","25"
"77428","1610612746","1951-07-20 00:00:00","USA","6-5",210,"Forward","1","21"
"77429","1610612738","1928-03-22 00:00:00","USA","6-8",185,"Center","10","22"
"77430","1610612737","1930-07-20 00:00:00","USA","6-2",185,"Guard","1","8"
"77432","1610612742","1957-06-06 00:00:00","USA","6-3",185,"Guard","3","17"
"77438","1610612756","1957-04-09 00:00:00","USA","6-3",175,"Guard","7","44"
"77442","1610612739","1959-11-24 00:00:00","USA","6-8",202,"Forward","1","30"
"77443","1610612738","1922-06-16 00:00:00","USA","6-8",220,"Center","7","16"
"77444","1610612738","1927-11-20 00:00:00","USA","6-2",205,"Forward","2",NULL
"77449","1610612745","1955-03-23 00:00:00","USA","6-10",215,"Center","19","24"
"77450","1610612746","1956-07-21 00:00:00","USA","6-10",230,"Forward","1",NULL
"77451","1610612758","1951-02-22 00:00:00","USA","6-2",180,"Guard","1","23"
"77453","1610612752","1925-08-25 00:00:00","USA","5-10",195,"Guard","1","5"
"77454","1610612764","1944-01-02 00:00:00","USA","6-7",210,"Forward","4","35"
"77456","1610612762","1960-09-22 00:00:00","USA","6-7",190,"Guard","6","5"
"77457","1610612764","1935-12-07 00:00:00","USA","6-3",190,"Guard","2","23"
"77460","1610612737","1966-12-13 00:00:00","USA","6-6",190,"Guard","2","5"
"77462","1610612738","1924-09-01 00:00:00","USA","5-11",165,"Guard","1","4"
"77464","1610612765","1948-08-26 00:00:00","USA","6-3",185,"Guard","3","26"
"77465","1610612744","1954-03-10 00:00:00","USA","6-3",200,"Guard","1","21"
"77466","1610612757","1946-04-26 00:00:00","USA","6-7",215,"Forward","1","41"
"77467","1610612758","1931-01-06 00:00:00","USA","6-4",215,"Forward","4","20"
"77468","1610612760","1948-12-22 00:00:00","USA","6-7",200,"Forward","1","45"
"77469","1610612757","1962-08-18 00:00:00","USA","6-9",212,"Forward","1","35"
"77472","1610612757","1962-03-25 00:00:00","Spain","6-9",220,"Center","1","10"
"77474","1610612746","1967-01-14 00:00:00","USA","6-5",195,"Guard","2","15"
"77475","1610612757","1950-03-26 00:00:00","USA","6-11",208,"Center","4","35"
"77476","1610612743","1964-07-02 00:00:00","USA","6-6",200,"Guard","2","11"
"77478","1610612746","1969-10-07 00:00:00","USA","7-0",250,"Center","2","42"
"77479","1610612752","1939-04-11 00:00:00","USA","6-2",185,"Guard","1","7"
"77480","1610612747","1925-10-22 00:00:00","USA","5-10",170,"Guard","11","22"
"77481","1610612754","1962-08-16 00:00:00","USA","6-7",205,"Forward","3","26"
"77482","1610612737","1928-02-05 00:00:00","USA","5-10",174,"Guard","2","12"
"77483","1610612752","1948-10-03 00:00:00","USA","6-9",220,"Forward","3","25"
"77484","1610612737","1959-08-24 00:00:00","USA","6-1",170,"Guard","9","1"
"77486","1610612750","1969-02-19 00:00:00","USA","6-8",250,"Forward","2","25"
"77487","1610612738","1955-11-21 00:00:00","USA","6-8",205,"Forward","11","31"
"77489","1610612737","1946-01-03 00:00:00","USA","6-4",200,"Forward","7","23"
"77490","1610612741","1954-03-19 00:00:00","USA","6-6",215,"Forward","7","24"
"77492","1610612749","1953-03-17 00:00:00","USA","6-8",225,"Forward","2","22"
"77494","1610612752","1948-05-11 00:00:00","USA","6-2",185,"Guard","1","16"
"77495","1610612744","1957-10-17 00:00:00","USA","6-7",205,"Forward","1","36"
"77496","1610612758","1968-06-19 00:00:00","USA","6-2",190,"Guard","3","1"
"77498","1610612746","1951-09-25 00:00:00","USA","6-9",210,"Center","14","11"
"77499","1610612737","1905-04-14 00:00:00","USA","6-3",190,"Forward","1","4"
"77500","1610612752","1935-07-05 00:00:00","USA","6-2",178,"Guard","3","3"
"77502","1610612747","1967-08-19 00:00:00","USA","6-8",240,"Forward","1","49"
"77504","1610612758","1953-08-25 00:00:00","USA","6-3",190,"Guard","3","33"
"77505","1610612747","1946-07-26 00:00:00","USA","6-3",175,"Guard","3","17"
"77509","1610612754","1963-02-07 00:00:00","USA","6-6",185,"Guard","1","44"
"77510","1610612743","1947-08-30 00:00:00","USA","6-1",180,"Guard","3","12"
"77512","1610612744","1925-09-19 00:00:00","USA","6-2",190,"Guard","1",NULL
"77513","1610612737","1930-04-09 00:00:00","USA","6-5",195,"Forward","1","15"
"77516","1610612760","1962-03-10 00:00:00","USA","6-11",240,"Center","8","44"
"77517","1610612745","1950-09-11 00:00:00","USA","6-4",180,"Guard","3","7"
"77518","1610612760","1960-02-08 00:00:00","USA","6-9",215,"Forward","3","20"
"77520","1610612756","1956-10-05 00:00:00","USA","6-4",190,"Guard","1","8"
"77523","1610612760","1948-04-02 00:00:00","USA","6-11",228,"Center","5","44"
"77524","1610612744","1962-07-20 00:00:00","USA","6-8",210,"Forward","4","30"
"77525","1610612738","1952-03-18 00:00:00","USA","6-6",190,"Forward","3","13"
"77527","1610612746","1959-11-13 00:00:00","USA","6-9",215,"Forward","6","41"
"77528","1610612762","1953-10-04 00:00:00","USA","6-3",190,"Guard","7","33"
"77530","1610612747","1959-07-29 00:00:00","USA","6-5",190,"Forward","9","40"
"77531","1610612752","1939-09-16 00:00:00","USA","6-9",225,"Center","3","40"
"77532","1610612755","1950-08-12 00:00:00","USA","6-8",235,"Forward","7","30"
"77534","1610612758","1949-06-14 00:00:00","USA","6-8",240,"Forward","1","25"
"77535","1610612752","1951-07-10 00:00:00","USA","6-3",175,"Guard","1","16"
"77536","1610612752","1928-09-07 00:00:00","USA","6-2",180,"Guard","4",NULL
"77537","1610612752","1926-01-25 00:00:00","USA","6-0",180,"Guard","11","15"
"77540","1610612760","1949-01-21 00:00:00","USA","6-7",225,"Forward","4","43"
"77541","1610612751","1959-01-08 00:00:00","USA","6-5",195,"Forward","6","12"
"77542","1610612759","1963-02-16 00:00:00","USA","6-7",200,"Forward","1","7"
"77543","1610612757","1944-10-06 00:00:00","USA","6-5",195,"Forward","7","40"
"77545","1610612746","1964-10-21 00:00:00","USA","6-4",190,"Forward","2","4"
"77548","1610612744","1942-04-03 00:00:00","USA","6-7",230,"Forward","8","18"
"77551","1610612737","1928-12-03 00:00:00","USA","6-1",185,"Guard","8","21"
"77553","1610612737","1952-05-26 00:00:00","USA","6-11",215,"Forward","11","54"
"77554","1610612747","1948-03-11 00:00:00","USA","6-5",215,"Forward","9","5"
"77555","1610612765","1936-03-11 00:00:00","USA","6-5",205,"Forward","4","25"
"77558","1610612755","1959-06-08 00:00:00","USA","6-11",235,"Center","8","31"
"77559","1610612758","1926-09-24 00:00:00","USA","6-6",210,"Center","2",NULL
"77561","1610612758","1951-01-31 00:00:00","USA","6-9",195,"Forward","6","32"
"77562","1610612752","1938-10-22 00:00:00","USA","6-1",170,"Guard","2","52"
"77563","1610612737","1930-02-14 00:00:00","USA","6-3",185,"Guard","1","6"
"77566","1610612764","1943-06-08 00:00:00","USA","6-3",185,"Guard","1","11"
"77567","1610612745","1950-04-18 00:00:00","USA","6-8",200,"Forward","1","22"
"77570","1610612745","1947-07-10 00:00:00","USA","6-8",215,"Forward","5","21"
"77572","1610612765","1922-05-20 00:00:00","USA","6-5",195,"Forward","3","17"
"77573","1610612765","1930-10-30 00:00:00","USA","6-7",208,"Forward","5","22"
"77576","1610612755","1944-10-19 00:00:00","USA","6-1",165,"Guard","2","25"
"77578","1610612752","1948-05-13 00:00:00","USA","6-1",175,"Guard","6","7"
"77579","1610612747","1933-04-21 00:00:00","USA","6-0",168,"Guard","2","18"
"77580","1610612765","1949-10-16 00:00:00","USA","6-2",195,"Guard","10","15"
"77582","1610612758","1953-10-26 00:00:00","USA","6-10",215,"Center","10","50"
"77583","1610612755","1940-03-16 00:00:00","USA","6-2",180,"Guard","1","14"
"77584","1610612744","1938-10-26 00:00:00","USA","6-6",215,"Forward","10","14"
"77586","1610612749","1953-04-21 00:00:00","USA","6-9",215,"Forward","4","7"
"77588","1610612745","1960-03-24 00:00:00","USA","6-9",220,"Forward","2","40"
"77590","1610612744","1925-10-20 00:00:00","USA","6-8",230,"Center","6","15"
"77591","1610612739","1948-04-08 00:00:00","USA","6-7",210,"Forward","1","30"
"77593","1610612747","1928-10-21 00:00:00","USA","6-7",230,"Forward","10","19"
"77596","1610612765","1940-07-05 00:00:00","USA","6-4",195,"Guard","9","42"
"77598","1610612752","1923-05-03 00:00:00","USA","6-3",195,"Forward","1",NULL
"77601","1610612737","1943-07-19 00:00:00","USA","6-5",205,"Forward","2","12"
"77602","1610612754","1958-04-26 00:00:00","USA","6-6",215,"Forward","1","30"
"77603","1610612759","1956-07-09 00:00:00","USA","6-10",230,"Forward","1","41"
"77610","1610612737","1922-02-23 00:00:00","USA","6-2",185,"Guard","2","8"
"77613","1610612752","1923-12-21 00:00:00","USA","5-7",150,"Guard","1","15"
"77615","1610612759","1956-01-01 00:00:00","USA","6-7",215,"Forward","10","34"
"77618","1610612755","1947-12-30 00:00:00","USA","6-7",215,"Forward","13","50"
"77619","1610612744","1931-01-19 00:00:00","USA","6-4",190,"Forward","1","16"
"77621","1610612745","1954-11-05 00:00:00","USA","6-8",210,"Forward","1","41"
"77622","1610612744","1921-04-13 00:00:00","USA","6-4",190,"Forward","4","18"
"77623","1610612749","1957-01-03 00:00:00","USA","7-0",250,"Center","12","44"
"77624","1610612765","1931-10-01 00:00:00","USA","6-6",200,"Forward","1","6"
"77625","1610612752","1943-04-17 00:00:00","USA","6-8",230,"Forward","1","18"
"77626","1610612749","1957-09-21 00:00:00","USA","6-4",180,"Guard","11","4"
"77627","1610612765","1955-02-06 00:00:00","USA","6-0",170,"Guard","6","14"
"77628","1610612737","1968-04-16 00:00:00","USA","6-3",185,"Guard","1","12"
"77630","1610612744","1940-08-22 00:00:00","USA","6-4",220,"Forward","1","43"
"77631","1610612744","1930-07-08 00:00:00","USA","6-5",215,"Forward","1","7"
"77632","1610612743","1964-07-02 00:00:00","USA","6-9",215,"Forward","1","53"
"77633","1610612759","1958-03-03 00:00:00","USA","6-1",175,"Guard","9","0"
"77634","1610612744","1932-09-24 00:00:00","USA","6-5",180,"Forward","3","4-14"
"77635","1610612751","1957-05-05 00:00:00","USA","6-1",170,"Guard","3","13"
"77636","1610612765","1946-08-27 00:00:00","USA","6-11",205,"Center","9","34"
"77637","1610612765","1962-01-16 00:00:00","USA","7-0",260,"Center","1","53"
"77639","1610612765","1938-03-11 00:00:00","USA","6-7",215,"Forward","5","15"
"77640","1610612754","1960-08-23 00:00:00","USA","6-8",205,"Guard","1","35"
"77642","1610612744","1922-08-03 00:00:00","USA","6-9",230,"Center","2","17"
"77644","1610612742","1969-04-22 00:00:00","USA","6-10",235,"Center","1","55"
"77647","1610612765","1969-04-02 00:00:00","USA","6-8",229,"Forward","1","35"
"77649","1610612756","1967-08-16 00:00:00","USA","6-4",195,"Guard","1","32"
"77653","1610612759","1955-12-26 00:00:00","USA","6-8",195,"Forward","2","34"
"77654","1610612744","1958-11-11 00:00:00","USA","6-2",185,"Guard","2","10"
"77658","1610612765","1944-03-12 00:00:00","USA","6-8",230,"Forward","7","51"
"77668","1610612747","1952-07-15 00:00:00","USA","6-4",190,"Guard","1","20"
"77669","1610612745","1948-05-09 00:00:00","USA","5-9",165,"Guard","13","23"
"77670","1610612746","1962-06-26 00:00:00","USA","6-9",220,"Forward","4","42"
"77671","1610612744","1924-09-13 00:00:00","USA","6-2",175,"Forward","1","12"
"77673","1610612757","1964-07-29 00:00:00","USA","6-5",225,"Forward","1","34"
"77674","1610612750","1963-12-24 00:00:00","USA","6-9",220,"Center","5","41"
"77675","1610612765","1928-04-20 00:00:00","USA","6-2",190,"Guard","3","4"
"77676","1610612760","1943-09-07 00:00:00","USA","6-8",215,"Forward","6","40"
"77677","1610612744","1918-07-25 00:00:00","USA","5-9",145,"Guard","3","5"
"77682","1610612758","1933-12-06 00:00:00","USA","6-6",210,"Forward","1","17"
"77683","1610612765","1928-05-18 00:00:00","USA","6-0",190,"Guard","1","9"
"77687","1610612747","1942-07-24 00:00:00","USA","6-5",215,"Forward","1","17"
"77688","1610612758","1950-08-24 00:00:00","USA","6-8",195,"Forward","4","55"
"77689","1610612746","1950-01-14 00:00:00","USA","6-11",240,"Center","8","41"
"77690","1610612737","1972-01-21 00:00:00","USA","5-11",175,"Guard","1","14"
"77692","1610612762","1958-10-05 00:00:00","USA","6-3",185,"Guard","3","2"
"77693","1610612752","1934-10-07 00:00:00","USA","6-6",225,"Forward","10","12"
"77694","1610612748","1964-02-16 00:00:00","USA","6-5",165,"Guard","2","22"
"77695","1610612755","1930-05-21 00:00:00","USA","6-11",235,"Center","2",NULL
"77697","1610612758","1960-02-19 00:00:00","USA","6-7",238,"Forward","10","45"
"77700","1610612738","1940-05-15 00:00:00","USA","6-6",210,"Forward","14","19"
"77701","1610612762","1951-05-28 00:00:00","USA","6-3",190,"Guard","5","11"
"77704","1610612746","1965-02-16 00:00:00","USA","7-2",260,"Forward","1","51"
"77705","1610612747","1951-09-11 00:00:00","USA","6-6",200,"Guard","2","21"
"77706","1610612755","1938-01-30 00:00:00","USA","6-1",175,"Guard","6","15"
"77712","1610612741","1946-09-11 00:00:00","USA","7-0",240,"Center","2","29"
"77713","1610612738","1926-04-09 00:00:00","USA","6-7",222,"Center","9","16"
"77715","1610612762","1958-10-06 00:00:00","USA","6-1",175,"Guard","3","24"
"77717","1610612765","1921-05-26 00:00:00","USA","6-1",165,"Guard","2",NULL
"77718","1610612756","1955-03-31 00:00:00","USA","6-6",225,"Forward","1","40"
"77719","1610612742","1958-03-13 00:00:00","USA","6-10",218,"Center","8","40"
"77720","1610612754","1967-02-11 00:00:00","USA","6-7",210,"Guard","1","23"
"77721","1610612747","1955-10-11 00:00:00","USA","6-2",170,"Guard","10","10"
"77722","1610612765","1931-07-24 00:00:00","USA","6-4",190,"Guard","7","14"
"77723","1610612752","1924-08-04 00:00:00","USA","6-4",185,"Forward","5","15"
"77724","1610612744","1927-06-09 00:00:00","USA","6-8",210,"Center","1","19"
"77727","1610612737","1939-12-11 00:00:00","USA","6-10",225,"Center","4","34"
"77729","1610612755","1953-09-24 00:00:00","USA","6-3",175,"Guard","3","11"
"77731","1610612757","1960-12-18 00:00:00","USA","6-9",230,"Center","3","24"
"77732","1610612759","1957-02-18 00:00:00","USA","6-11",220,"Center","1","40"
"77736","1610612758","1915-04-23 00:00:00","USA","6-9",219,"Center","3","6"
"77737","1610612764","1939-12-27 00:00:00","USA","6-2",170,"Guard","1","20"
"77738","1610612742","1963-03-25 00:00:00","USA","6-2",170,"Guard","1","21"
"77742","1610612737","1928-03-07 00:00:00","USA","6-2",185,"Guard","1","3"
"77744","1610612744","1927-01-26 00:00:00","USA","6-4",190,"Forward","2",NULL
"77745","1610612738","1928-04-13 00:00:00","USA","6-0",174,"Guard","2",NULL
"77747","1610612755","1946-12-29 00:00:00","USA","6-6",215,"Forward","2","28"
"77748","1610612744","1948-01-25 00:00:00","USA","6-5",205,"Forward","1","22"
"77751","1610612765","1936-04-18 00:00:00","USA","6-3",190,"Guard","10","10"
"77754","1610612751","1958-02-07 00:00:00","USA","6-7",207,"Forward","8","31"
"77756","1610612759","1956-04-21 00:00:00","USA","6-8",225,"Forward","11","53"
"77757","1610612741","1957-07-04 00:00:00","USA","7-0",215,"Center","10","22"
"77758","1610612765","1923-06-22 00:00:00","USA","6-3",175,"Guard","2","4"
"77759","1610612760","1955-02-20 00:00:00","USA","6-2",185,"Guard","2","44"
"77760","1610612746","1955-03-01 00:00:00","USA","6-7",210,"Forward","2","40"
"77765","1610612758","1940-07-25 00:00:00","USA","6-8",220,"Forward","7","10"
"77767","1610612737","1905-04-10 00:00:00","USA","6-3",210,"Forward","1",NULL
"77768","1610612764","1946-05-01 00:00:00","USA","6-3",190,"Guard","1","33"
"77770","1610612752","1958-05-07 00:00:00","USA","6-8",175,"Forward","8","55"
"77771","1610612762","1963-10-25 00:00:00","USA","6-10",225,"Forward","2","44"
"77772","1610612755","1939-01-21 00:00:00","USA","6-6",210,"Forward","1","23"
"77775","1610612755","1928-07-06 00:00:00","USA","6-5",215,"Forward","4","8"
"77776","1610612762","1968-03-03 00:00:00","USA","6-10",250,NULL,"4",NULL
"77777","1610612759","1969-03-16 00:00:00","USA","6-2",165,"Guard","1","12"
"77778","1610612737","1921-04-18 00:00:00","USA","6-10",240,"Center","4","14"
"77780","1610612744","1927-12-16 00:00:00","USA","6-2",195,"Guard","1","14"
"77782","1610612746","1953-12-26 00:00:00","USA","6-7",210,"Forward","1","40"
"77783","1610612737","1925-09-02 00:00:00","USA","6-3",185,"Guard","2",NULL
"77784","1610612756","1950-05-01 00:00:00","USA","6-5",200,"Forward","2","45"
"77785","1610612747","1969-05-31 00:00:00","USA","6-7",225,"Forward","1","25"
"77786","1610612757","1949-06-28 00:00:00","USA","6-10",215,"Center","7","44"
"77788","1610612764","1953-12-18 00:00:00","USA","6-10",220,"Center","2","44"
"77789","1610612739","1965-04-21 00:00:00","USA","6-7",205,"Forward","3","4"
"77791","1610612755","1932-08-08 00:00:00","USA","6-4",205,"Forward","6","17"
"77792","1610612752","1933-06-08 00:00:00","USA","6-8",224,"Forward","3","19"
"77793","1610612752","1921-09-14 00:00:00","USA","6-4",180,"Forward","3","16"
"77794","1610612762","1968-10-23 00:00:00","USA","7-1",215,"Center","2","31"
"77799","1610612737","1933-04-11 00:00:00","USA","6-2",205,"Guard","5","14"
"77800","1610612744","1955-03-22 00:00:00","USA","6-6",200,"Forward","6","22"
"77802","1610612758","1936-03-13 00:00:00","USA","6-9",220,"Center","1","16"
"77804","1610612744","1925-10-13 00:00:00","USA","6-2",175,"Guard","1","7"
"77808","1610612747","1954-11-16 00:00:00","USA","6-8",220,"Forward","1","34"
"77811","1610612765","1939-11-26 00:00:00","USA","6-7",230,"Center","1","20"
"77813","1610612764","1948-10-15 00:00:00","USA","6-6",220,"Forward","2","30"
"77814","1610612737","1931-06-17 00:00:00","USA","6-2",175,"Guard","1","17"
"77815","1610612758","1946-06-14 00:00:00","USA","6-8",219,"Forward","3","42"
"77816","1610612758","1935-07-21 00:00:00","USA","6-2",185,"Guard","1","15"
"77817","1610612759","1948-07-30 00:00:00","USA","6-11",235,"Center","9","5"
"77818","1610612747","1932-12-19 00:00:00","USA","6-6",200,"Guard","2","11"
"77819","1610612757","1957-07-09 00:00:00","USA","6-6",200,"Guard","11",NULL
"77820","1610612741","1960-09-29 00:00:00","USA","6-2",185,"Guard","11","5"
"77821","1610612737","1926-11-20 00:00:00","USA","6-4",174,"Guard","2","6"
"77822","1610612755","1966-11-25 00:00:00","USA","6-8",195,"Forward","4","21"
"77823","1610612737","1950-11-19 00:00:00","USA","7-2",240,"Center","1","54"
"77827","1610612759","1957-09-15 00:00:00","USA","6-7",220,"Guard","1","54"
"77829","1610612737","1951-10-02 00:00:00","USA","6-9",225,"Forward","4","41"
"77834","1610612737","1924-02-02 00:00:00","USA","6-3",190,"Guard","2","11"
"77839","1610612745","1962-02-22 00:00:00","USA","6-10",235,"Forward","8","43"
"77841","1610612755","1924-06-27 00:00:00","USA","6-9",220,"Center","2","20"
"77842","1610612764","1938-03-23 00:00:00","USA","6-4",185,"Guard","1","16"
"77843","1610612752","1932-01-25 00:00:00","USA","6-5",210,"Forward","3","9"
"77844","1610612757","1948-04-17 00:00:00","USA","6-4",190,"Guard","6","45"
"77845","1610612751","1964-10-22 00:00:00","Croatia","6-5",195,"Guard","4","3"
"77846","1610612745","1969-01-25 00:00:00","USA","6-10",260,"Center","1","3"
"77847","1610612737","1932-12-12 00:00:00","USA","6-9",205,"Forward","11","9"
"77848","1610612759","1956-10-16 00:00:00","USA","6-6",205,"Guard","6","21"
"77849","1610612744","1929-03-19 00:00:00","USA","6-1",175,"Guard","1",NULL
"77852","1610612760","1961-10-03 00:00:00","USA","6-4",180,"Guard","3","14"
"77854","1610612751","1961-09-29 00:00:00","USA","6-7",225,"Forward","1","51"
"77855","1610612744","1939-12-07 00:00:00","USA","6-3",189,"Guard","5","7"
"77858","1610612746","1956-07-14 00:00:00","USA","6-5",200,"Guard","3","43"
"77859","1610612747","1925-07-11 00:00:00","USA","6-3",185,"Forward","1",NULL
"77862","1610612758","1934-08-27 00:00:00","USA","6-6",230,"Forward","7","61"
"77863","1610612757","1960-10-17 00:00:00","USA","7-1",240,"Center","1","54"
"77864","1610612756","1958-03-23 00:00:00","USA","6-8",220,"Forward","4","32"
"77865","1610612744","1962-02-21 00:00:00","USA","6-9",215,"Forward","2","45"
"77866","1610612746","1963-03-02 00:00:00","USA","6-5",180,"Forward","1","12"
"77869","1610612741","1954-09-15 00:00:00","USA","6-9",233,"Forward","3","41"
"77870","1610612758","1962-04-15 00:00:00","USA","6-7",220,"Forward","2","51"
"77872","1610612738","1964-05-17 00:00:00","USA","6-10",220,"Center","3","50"
"77873","1610612762","1955-05-07 00:00:00","USA","6-9",235,"Forward","10","50"
"77875","1610612765","1948-08-31 00:00:00","USA","6-8",220,"Forward","7","54"
"77876","1610612764","1950-04-17 00:00:00","USA","6-0",170,"Guard","10","1"
"77878","1610612744","1947-03-22 00:00:00","USA","6-5",200,"Forward","4","33"
"77879","1610612749","1958-12-24 00:00:00","USA","6-5",185,"Guard","12","5"
"77881","1610612758","1963-07-14 00:00:00","USA","6-7",210,"Forward","4","21"
"77882","1610612746","1957-01-05 00:00:00","USA","6-6",190,"Guard","1","34"
"77889","1610612744","1923-03-21 00:00:00","USA",NULL,NULL,NULL,"1",NULL
"77890","1610612749","1966-06-23 00:00:00","USA","6-10",245,"Forward","1","23"
"77893","1610612752","1966-05-30 00:00:00","USA","6-8",235,"Guard","3","23"
"77894","1610612739","1946-06-11 00:00:00","USA","6-10",220,"Center","5","42"
"77896","1610612760","1959-07-05 00:00:00","USA","6-4",190,"Guard","2","30"
"77897","1610612754","1956-05-29 00:00:00","USA","6-3",205,"Guard","1","21"
"77899","1610612744","1938-03-03 00:00:00","USA","6-8",235,"Forward","1","9"
"77900","1610612744","1929-05-05 00:00:00","USA","6-0",160,"Guard","1","4"
"77902","1610612758","1928-12-10 00:00:00","USA","6-4",205,"Forward","1","18"
"77903","1610612752","1928-10-29 00:00:00","USA","6-2",185,"Guard","1","5"
"77904","1610612759","1956-12-24 00:00:00","USA","6-7",190,"Forward","2","15"
"77905","1610612747","1958-02-25 00:00:00","USA","6-8",213,"Forward","14","18"
"77906","1610612752","1937-07-13 00:00:00","USA","6-4",200,"Forward","2","3"
"77907","1610612738","1931-07-13 00:00:00","USA","6-3",190,"Forward","9","23"
"77910","1610612746","1958-03-01 00:00:00","USA","6-6",220,"Forward","1","30"
"77911","1610612751","1958-05-03 00:00:00","USA","6-2",170,"Guard","6","14"
"77912","1610612758","1927-06-21 00:00:00","USA","6-1",185,"Guard","1","3"
"77914","1610612745","1950-03-29 00:00:00","USA","6-6",195,"Guard","5","42"
"77915","1610612758","1951-06-07 00:00:00","USA","6-10",230,"Center","2","43"
"77916","1610612755","1960-03-20 00:00:00","USA","6-8",215,"Forward","2","7"
"77917","1610612744","1949-01-21 00:00:00","USA","6-9",230,"Center","10","44"
"77918","1610612737","1921-07-08 00:00:00","USA","6-5",190,"Forward","1","96"
"77919","1610612755","1934-01-12 00:00:00","USA","6-0",180,"Guard","2","3"
"77920","1610612743","1957-07-27 00:00:00","USA","6-8",215,"Forward","3","43"
"77921","1610612755","1945-04-05 00:00:00","USA","6-11",235,"Center","1","20"
"77923","1610612756","1950-05-27 00:00:00","USA","6-5",210,"Forward","1","24"
"77925","1610612758","1905-04-14 00:00:00","USA","6-5",195,"Forward","1","21"
"77926","1610612758","1955-04-15 00:00:00","USA","6-6",188,"Guard","2","4"
"77928","1610612765","1942-11-02 00:00:00","USA","6-5",205,"Forward","2","20"
"77929","1610612752","1942-06-25 00:00:00","USA","6-10",235,"Center","10","19"
"77936","1610612745","1955-08-30 00:00:00","USA","6-8",205,"Forward","13","50"
"77937","1610612744","1957-09-10 00:00:00","USA","6-5",190,"Guard","1","31"
"77939","1610612759","1964-02-16 00:00:00","USA","6-6",230,"Forward","1","42"
"77941","1610612737","1929-08-11 00:00:00","USA","6-2",185,"Guard","1",NULL
"77944","1610612749","1951-12-23 00:00:00","USA","6-9",225,"Forward","8","24"
"77945","1610612765","1947-11-23 00:00:00","USA","6-4",195,"Guard","1","10"
"77946","1610612749","1962-12-23 00:00:00","USA","6-8",200,"Guard","8","44"
"77952","1610612752","1955-04-11 00:00:00","USA","6-5",189,"Guard","8","20"
"77954","1610612738","1937-03-12 00:00:00","USA","6-9",225,"Forward","1","16"
"77955","1610612758","1933-12-04 00:00:00","USA","6-7",215,"Forward","3","24"
"77957","1610612739","1948-02-13 00:00:00","USA","6-4",195,"Guard","1","23"
"77960","1610612752","1950-02-28 00:00:00","USA","6-10",225,"Forward","3","6"
"77962","1610612747","1945-03-20 00:00:00","USA","6-4",205,"Guard","9","12"
"77963","1610612737","1948-07-06 00:00:00","USA","6-9",235,"Forward","1","12"
"77964","1610612745","1950-11-11 00:00:00","USA","6-8",195,"Forward","4","31"
"77966","1610612764","1945-07-09 00:00:00","USA","6-4",200,"Forward","9","6"
"77967","1610612758","1924-10-09 00:00:00","USA","6-9",200,"Center","10","19"
"77969","1610612738","1966-06-03 00:00:00","Puerto Rico","6-10",260,"Forward","1","45"
"77973","1610612747","1947-07-07 00:00:00","USA","6-9",231,"Center","7","50"
"77975","1610612743","1955-04-15 00:00:00","USA","6-5",185,"Forward","5","30"
"77977","1610612755","1936-05-18 00:00:00","USA","6-6",214,"Forward","3","12"
"77978","1610612747","1950-01-29 00:00:00","USA","6-8",200,"Forward","1","30"
"77983","1610612737","1956-01-01 00:00:00","USA","6-4",195,"Guard","2","25"
"77984","1610612738","1956-01-30 00:00:00","USA","6-11",230,"Center","8","8"
"77986","1610612739","1960-03-13 00:00:00","USA","6-9",220,"Forward","11","43"
"77988","1610612758","1941-04-28 00:00:00","USA","6-1",185,"Guard","7","21"
"77989","1610612760","1955-05-20 00:00:00","USA","6-6",210,"Forward","3","8"
"77993","1610612756","1951-10-04 00:00:00","USA","6-7",225,"Forward","11","21"
"77994","1610612759","1960-03-13 00:00:00","USA","6-4",180,"Guard","1","1"
"77996","1610612765","1958-04-19 00:00:00","USA","6-8",217,"Forward","1",NULL
"77997","1610612758","1953-01-20 00:00:00","USA","6-7",230,"Forward","7","52"
"77998","1610612743","1949-12-22 00:00:00","USA","6-10",235,"Center","8","35"
"77999","1610612755","1923-09-18 00:00:00","USA","6-9",185,"Center","9","6"
"78000","1610612743","1949-09-26 00:00:00","USA","6-3",170,"Guard","4","10"
"78007","1610612758","1963-12-30 00:00:00","USA","6-10",225,"Forward","2","32"
"78008","1610612744","1953-08-27 00:00:00","USA","6-1",190,"Guard","1","11"
